	@289b rgya gar skad du / a'arya ma h'a san ni p'a ta ratna ke tu dh'a ra n'i n'a ma ma h'a y'a na s'u tra / bod skad du /'phags pa 'dus pa chen po rin po che tog gi gzungs zhes bya ba theg pa chen po'i mdo mdo; bam po dang po / de bzhin gshegs pa 'od zhi spos snang dpal la phyag 'tshal lo // tshangs pa chen po dbyangs can la phyag 'tshal lo // de la phyag btsas te bdud kyi 'khor gyis mi tshugs pa zhes bya ba'i zungs 'di sbyor bar bgyi'i / bdag gis rig sngags 'di grub par gyur cig / 'di lta ste / aa b'a me aa b'a me /	10.0
avipralopa Darmam jina SAsanam saMDArayizyAmaH	rgyal ba'i bstan pa mi 'jig pa'i chos su gzung bar bgyi'o //	83.17498064290845
aTa Kalu sarve te budDAH BagavantaH tezAm sarvezAm manuzya amanuzyANAm sADu kAram pradaduH	de nas sangs rgyas bcom ldan 'das de dag thams cad kyis mi dang / mi ma yin pa de dag thams cad la legs so // zhes bya ba byin no /	91.81194759448414
aTa kOtUhalikaH boDisattvaH mahAsattvaH tam SAkya munim taTAgatam papracCa	khyod de bzhin gshegs pa sh'akya thub pa de la byang chub sems dpa' sems dpa' chen po ltad mo can gyis zhus pa / bcom ldan 'das / 'di ci lags /	91.38740870154125
kim Bagavat mAra kowyaH sa parivArAH samAgatAH	gang bdud bye ba phrag brgya po 'dir 'dus pa thams cad 'khor dang bcas pa lags sam /	86.20817855906954
BagavAn Aha	bcom ldan 'das kyis @418a *// bka' stsal pa /	95.62268712785509
sarve sa parivArAH	thams cad 'khor dang bcas pa'o //	93.06605406240983
kOtUhalikaH boDisattvaH Aha	byang chub sems dpa' ltad mo can gyis gsol pa /	90.8930811577655
kim sa parivArAH mArA tri ratne labDa prasAdAH	ci 'khor dang bcas pa thams cad kyis dkon mchog gsum la dad pa thob pa lags sam /	87.70841437823353
BagavAn Aha	bcom ldan 'das kyis bka' stsal pa / rigs kyi bu / da ni / ma yin no //	81.76850083896092
na kula putra ayam Kalu mAraH pApi imAm sahasra parivAraH labDa prasAdaH kupitaH na Atta manA	bdud sdig can g-yog stong yod pa 'di dad pa ma thob ste /	64.2678281430251
vartamAne na Agata kAle pi yAvat sat DarmanetrI ujjvalati tAvat ezaH vatAra prekzI	'khrugs shing yid mi dga' nas da ltar dang / ma 'ongs dus na'ang dam pa'i chos kyi tshul ji srid 'bar ba de srid du 'di glags lta zhing skabs tshol te /	79.51062502886047
avatAra gavezI sat Darma netrI vipralopa arTam kurum iya antarDAna arTam prayatate	dam pa'i chos kyi tshul gzhig pa dang / nub par bya ba'i phyir brtson par byed do // de bzhin du g-yog khri sum stong yod pa'i bdud bco brgyad dang / g-yog nyi shu rtsa gcig yod pa nyis brgya po 'di dag kyang g-yog dang bcas pa dkon mchog gsum la dad pa ma thob ste /	61.31954118533156
ekaviMSati parivAre ete alabDa prasAdAH kupitAH anAtta manasaH vartamAnaH na Agata kAle pi yAvat sat Darma netrI pravistAraH tAvat ete mama SAsane avatAra prekziNaH	'khrugs shing yid mi dga' bas 'di dag da ltar dang / ma 'ongs pa'i dus na'ang ji srid du dam pa'i chos kyi tshul rab tu rgyas pa de srid du 'di dag nga'i bstan pa la glags lta zhing skabs tshol te /	80.71209981242635
avatAra gaveziNaH sat Darma netrI vipralopa arTam antarDana arTam prayatante	dam pa'i chos kyi tshul gzhig pa dang / nub par bya ba'i phyir brtson par byed do //	80.19945439137076
tat kasya hetoH	de ci'i phyir zhe na /	88.51330202276057
pUrva vEra aDizWita tvAt anavaropita kuSala mUla tvAt akalyANa mitra parigRhIta tvAt nirvANa suKe alabDa prasAda tvAt praNiDAna aparigata tvAt  na cittena cittam	sngon chang 'khon du bzung ba dang / dge ba'i rtsa ba ma skyed pa dang / mi dge ba'i grogs pos yongs su zin pa dang / dge bas skyo zhing mya ngan las 'das pa'i bde ba mi 'dod pa dang / smon lam ma btab pa'i phyir sems dang / @418b sems mtshams mi sbyor /	86.86757608920101
saMdaDati na prasIdaMti na saMtizWaMti na vipramocayaMti	dad par mi byed /	44.33336633794448
IdRSAm mahAsannipAtam budDam dRzwvA IdRSAm ca gamBIrAm DAraNIm SrutvA anena eva hetunA paScAt SradDAm pratilapsyate nuttarAyAm samy	gnas par mi byed / rab tu gtong bar mi byed do // sangs rgyas 'dus pa chen po 'di lta bu mthong ba dang / gzungs zab mo 'di lta bu thos pas rgyu de nyid kyis phyin chad bla na med pa yang dag par rdzogs pa'i byang chub la dad pa rab tu rnyed par 'gyur ro //	85.87855837837877
kOtUhalikaH boDisattvaH Aha	byang chub sems dpa' ltar mo can gyis gsol pa / bcom ldan 'das /	86.32187747955322
mAyam Darma paryAyaH nava rupta kuSala mUlAnAm kurum iya api sattvAnAm saced  SravaNa paTa gata  anuttarAyAm samyaksaMboDO	'di ltar chos kyi rnam grangs 'di gal te sems can dge ba'i rtsa ba ma bskrun pa rnams kyi rna lam du grag par gyur pa na'ang de nyid de dag gi bla na med pa yang dag par rdzogs pa'i byang chub kyi rgyur 'gyur ba ni / bcom ldan 'das / shin tu ngo mtshar to //	81.64270373137717
tena Kalu punar samayena agasti nAma mAraH pUrva jinezu kRta aDikAraH  anuttarAyAm samyaksaMboDO	bde bar gshegs pa / ngo mtshar to // yang de'i tshe bdud ri byi zhes bya ba sngon gyi rgyal ba la lhag par bya ba byas pa / dge ba'i rtsa ba bskyed pa / dkon mchog gsum la dad pa mi nyams pa rnyed par gyur pa / bla na med pa yang dag par rdzogs pa'i byang chub tu lung bstan pa thob pa de / drang srong chen po'i cha byad du de bzhin gshegs pa sh'akya thub pa'i spyan sngar 'dug par gyur nas de stan las langs te kun tu bltas nas thal mo sbyar te sangs rgyas bcom ldan 'das rnams kyis stobs bskyed pas sangs rgyas kyi zhing ma lus pa 'di dbyangs kyis gang bar byas te 'di skad ces smras so // sangs rgyas bcom ldan 'das dang / byang chub sems dpa' sems dpa' chen po @419a *// thams cad bdag la dgongs su gsol / lha dang / klu dang / gnod sbyin dang / dri za dang / lha ma yin dang / nam mkha' lding dang / mi 'am ci dang / lto 'phye chen po dang / mi dang / mi ma yin pa dang / bdud g-yog dang bcas pa rnams kyang bdag gi tshig 'di la gson cig /	10.0
sa mahA Rzi vezeNa SAkya muneH taTAgatasya foliaH  iH mis sing	bcom ldan 'das sh'akya thub pa thugs rje chen po mnga' ba / sangs rgyas kyi zhing snyigs ma lnga can thams cad rnam par gcod pa / yon tan bkod pa thams cad yongs su rdzogs par mdzad pa'i ston pa 'di sngon gyi smon lam gyis sangs rgyas kyi zhing rab tu nyon mongs pa can / snyigs ma lnga dang ldan pa 'di lta bur bla na med pa yang dag par rdzogs pa'i byang chub mngon par rdzogs par sangs rgyas nas sems can mtshams ma mchis pa bgyid pa / dam pa'i chos spong ba / 'phags pa la skur pa 'debs pa / mi dge ba'i rtsa ba dang ldan pa / ngan par spyod pa dang ldan pa'i sems can rnams kyi sems kyi rgyud yongs su smin par mdzad pa dang / ngan song gsum las shin tu bzla ba dang / theg pa gsum la yongs su smin par mdzad pa dang / ting nge 'dzin dang / gzungs dang / bzod pa la dgod pa dang / sangs rgyas kyi zhing rnam par dag par byed pa dang / dkon mchog gsum gyi gdung mi 'chad par mdzad pa'i slad du zhugs kyi / de la khyed kyis kyang @419b ci nas ston pa'i bstan pa yun ring du gnas pa dang / sangs rgyas kyi tshul 'di'ang rnam par mi 'jig pa'i chos can du 'gyur ba dang / sgrub pa dang mi ldan pa ma gtogs par da ltar dang / ma 'ongs pa'i dus na'ang bdud dam / bdud kyi 'khor sus kyang de bzhin gshegs pas rab tu gsungs pa rgyal ba'i bstan pa 'di la sems can 'ga' yang 'tshe ba'am / rnam par 'jig pa'am / nub par bgyid par mi 'gyur ba dang / gang dag yang dam pa'i chos 'di 'dzin pa dang / chos la nan tan bgyid pa dang / chos smra ba dang / chos nyan pa'i dge slong ngam / dge slong ma'am / dge bsnyen nam / dge bsnyen ma'am / gzhan yang dad pa'i rigs kyi bu'am rigs kyi bu mo las gsum la mngon par brtson pa /	10.0
hANyA citta saMkzoBaH sya Bavet	bsod nams bya ba'i dngos po la dga' ba / dkon mchog gsum la mchod pa'i las la mngon par brtson pa / khams gsum na spyod pa'i nyon mongs pa spong ba la mngon par brtson pa / sems can thams cad sdug bsngal las yongs su thar par bgyid par gyur pa / de dag la'ang bdud dam / bdud kyi bu mo'am / bdud kyi 'khor ram / bdud kyi 'khor mo'am / bdud kyi pho nyas gtse ba'i bsam pas glags lta ba'am / skabs tshol du mchi zhing g-yeng ba dang / dge ba'i bar chad kyi las bgyid par mi 'gyur ba de ltar mdzod cig / da ltar gyi sangs rgyas bcom ldan 'das @420a *// thams cad la gsol lo // bdag la las kyi dngos grub stsal du gsol / byang chub sems dpa' sems dpa' chen po dang / bdud kyi 'khor thams cad dang / lha dang / klu dang / gnod sbyin dang / dri za dang / lha ma yin dang / nam mkha' lding dang / mi'am ci dang / lto 'phye chen po dang / mi dang / mi ma yin pa thams cad kyang bdag la thugs brtse bar mdzod cig / gang su dag da ltar sangs rgyas kyi zhing 'dir gtogs pa'i sa la gnas pa de dag kyang sems can thams cad la phan pa dang / sangs rgyas kyi bstan pa dam pa'i chos yun ring du gnas par bgyi ba'i slad du bdag la thugs brtse bar mdzod cig / bdag la gsang sngags kyi dngos grub stsol cig / bdag gis bdud dang / bdud kyi 'khor de nan tur gyis tshar gcad pa dang / sems 'khrugs pa dang / lus la gnod pa dang / lus spa bkong ba dang / rdzu 'phrul nyams par bgyi ba'i sngags bshad par bgyi ste / des bdud dang / bdud kyi bu dang / bdud kyi bu mo dang / bdud kyi 'khor dang / bdud kyi 'khor mo dang / bdud kyi pho nya gang bcom ldan 'das kyi bstan pa la sems ma dad pa gcig tsam bskyed dam / dge slong la 'tshe ba'am / tha na skad cig gcig tsam yang sems 'khrug par bgyid pa nas dge ba'i phyogs yongs su 'dri bar bgyid pa'i bar du @420b nan tan bgyid pa dang / grong dang / grong khyer dang / grong rdal dang / ljongs dang / pho brang 'khor dang / ri brag de rnams ma rungs par bgyid par sems bskyed pa dang / gang du chos kyi rnam grangs 'di 'chad par 'gyur pa de dag tu than skad cig gcig tsam 'thab pa dang / rtsod pa dang / mu ge dang / nad dang / pha rol gyi dmag tshogs dang / dus ma lags pa'i rlung dang / char dang / grang ba dang / tsha ba dang / chu bo dang / sa g-yo ba dang / sa 'gas pa dang / skar mda' ltung bar bgyid pa dang / lo ma dang / me tog dang / 'bras bu dang / 'bru dang / sman dang / ro skye bar mi bgyid dam / ma rungs par bgyid par 'tshal na / bdud des de ltar sems bskyed ma thag tu bdud nas bdud kyi pho nya'i bar de dag rims nad kyis tsha bar 'gyur / lus lci ba dang / rdul ba dang / lus rul ba dang / dri mi zhim pa dang / las su mi rung ba dang / ldang mi nus par 'gyur / bcing ba lngas bcings par mthong ba nas de'i yan lag thams cad 'khums pa'i bar du 'gyur zhing / slar brkyang mi nus pa dang / de'i phyogs thams cad mun par gyur nas nyi ma snang ba'i gzugs kyang mi mthong ba dang / de'i rdzu 'phrul bri nas sems 'khrug par 'gyur /	10.0
zaz indriyANi ca asya gocarAsam arTA syuH  tat yaTA	de'i dbang po drug kyang spyod yul la 'jug mi nus par 'gyur ro // 'di lta ste /	71.74349093773088
amale  aham male	aa ma le /	73.31789374351501
aham male	aa ha ma ma le /	77.73371601104736
ajavava	aa dza pa ba /	60.825454235076904
ajavava	m'u ra sa le /	46.73201942443848
mUlasare vyAKasale	bya kha sa le / dza @421a *//	78.01457952630932
jamasale	ma sa le / h'a h'a / h'a h'a /	50.18257180849711
haha haha haha Gora sawwa	h'a h'a / go ra sa da ta /	60.466719352282006
jata Kaga jQeya Kaga	dza na kha ga / dznye ya kha ga /	55.425178946870744
vijQA iva asaKaga	bi da dznye ba sa kha ga / aa m'u ksha ra /	65.32053544354993
amUkzara kzakzakza kzakzakza	ksha ksha ksha /	45.08611059188843
mUlabaha	ksha ksha ksha /	72.42700362205505
Kaga svaka jQa	m'u la ba nya kha ga spa /	56.994036399401146
sva parivarta mUra	khad nya spa; ba ri barta m'u ra /	70.00455017650829
ajQa jQa	aa da dzny'a dzny'a /	83.07412313279652
vAyu jQa jQa	ba yu dzny'a da dzny'a /	80.94965720176697
candra sUryOjQa jQa na avaha jQa jQa	tsandra s'u ro dzny'a dzny'a / na ba h'a dzny'a da dzny'a /	72.32075586561429
Kura kzajQa jQa	khu raksha dzny'a da dzny'a /	80.09535714675641
babajQa jQa	ba pa dzny'a da dzny'a / bh'u ta ko ti /	66.34848403930664
BUta kowi taTa tA AjQa jQa	ta th'a t'a dzny'a da dzny'a /	75.24658187230429
sarvajQeBiH kurum iya aDizWa jQa jQa vakram a	sarba de dznye gi aa dhishthi ta dzny'a da dzny'a /	81.6713116870207
trigata kzava kzamam akzam ajQa kzitAm Ara vizaya svAhA	ba kra ma; tri ga na t'a ksha pa ksha ma ma ksha ma dzny'a ksha bi ta ma ra bi sh'a ya sv'ah'a /	87.7245156064739
sarvajQAnAm aDizWAnena kzaNikAH mAra vizayAH avakrAntAH nizPalI gatAH	thams cad mkhyen pa rnams kyi byin gyi rlabs kyis skad cig tu bdud kyi yul thams cad med par byas te 'bras bu med par gyur to //	87.38743306083666
evam eva ye kecid ahita kAmAH	gang su'ang rung gnod par 'dod pa dag kyang de bzhin no //	82.75675678253174
atra tAvat eva sarve budDAH BagavantaH sADu kAram pradaduH	de nas de'i tshe sangs rgyas bcom ldan 'das rnams kyis legs so //	83.63294557862007
sarve ca boDisattvAH mahAsattvAH manuzya amanuzyAH devAH ca sADu kAram pradaduH	zhes bya ba byin no // byang chub sems dpa' sems dpa' chen po dang / mi dang / mi ma yin pa dang / lha thams cad kyis kyang legs so // zhes bya ba rab tu byin no // de nas de'i tshe sa ni / g-yos / sprin ni; 'khrugs /	80.31311153288814
aTa tAvat eva tasyAm velAyAm akaMpad vasumatI cakzuBuH jalaDarAH cakaMpire SElarAjanaH	ri'i rgyal po rnams ni /	34.27627080218248
cakzoBa tatra sa mAraH sa parivAraH sTApya deva kawa pUtanAm boDisattvAn ca kzAnti pratilabDAn	rab tu g-yos te gang sangs rgyas kyi bstan pa la mngon par dad pa dang / byang chub sems dpa' bzod pa thob pa rnams ma gtogs par bdud 'khor dang bcas pa dang / de bzhin du 'byung po ma rungs pa rnams kyang 'khrugs so //	77.89370412578063
aTa Kalu mAraH pApi imAm dRXa matim boDisattvam Amantrayati sma	de nas bdud sdig can gyis byang chub sems dpa' sra ba'i blo gros la smras @421b pa; rigs kyi bu /	89.9564609811154
kula putra kutas syAgastinaH mArasya balam	bdud ri byi 'di'i stobs ga las 'ongs /	71.46560601184243
kutas praBAvaH	mthu ga las 'ongs na /	87.75547708164562
yat anena AkRpeNa sarvaH sva pakzaH mama ca vizaya bala parAkramaH sarvaH viDUta  nA  pama ucCeda vAdinaH SramaNasya gOtamasya pakzaH sam	gang snying rje med pa 'dis rang gi phyogs thams cad dang / nga'i stobs kyi yul dang / pha rol gnon pa thams cad ma lus par bcom ste nag po'i rtsa lag ni / pham par byas / mi mthun pa chad par smra ba dang / dge sbyong goo ta ma'i phyogs ni / mtho bar byas pa bdag kyang gzungs 'di thos ma thag tu lus dri mi zhim pa dang / lus rul ba dang / las su mi rung bar gyur /	73.75126933788422
aham ca saha SravaNAt eva asyAH DAraNyA durganDa klinna kAyaH karmaNyaH saMvRttaH sarva diSaH me nDIkRtAH adarSana ABAsA mahA paridAGena ca dahyAmi	bdag gi phyogs thams cad kyang mun par gyur te snang zhing mtho bar med par byas nas yongs su gdung ba chen pos kyang bdag gdungs so //	67.12385822295789
dRXa matiH boDisattvaH Aha	byang chub sems dpa' sra ba'i blo gros kyis smras pa /	83.38623596120763
sarva budDAnAm BagavatAm aDizWAnena pApi imam sarva manuzya amanuzyANAm ca bala ADAnena agastI mAraH imam sarvamAra bala vizaya parAkramam v	sdig can / sangs rgyas bcom ldan 'das thams cad kyi byin gyi rlabs dang / mi dang / mi ma yin pa thams cad kyi stobs bskyed pas bdud ri byis bdud kyi stobs kyi yul dang / pha rol gnod pa 'dir thams cad rnam par 'joms shing /	92.36268060021686
imAni ca anena aparAjitAni kurum iya mantra padAni BAzitAni	des gzhan gyis mi tshugs pa'i gsang sngags kyi tshig 'di dag kyang bshad kyi /	85.73262305356505
prasAdaya tvam pApIman taTAgatAnAm antike cittam utpAdayasva ca anuttarAyAm samyaksaMboDO cittam yaTA tvam eByaH kAya vAc mAnaseByparimokzyasi	sdig can / khyod de bzhin gshegs pa rnams par dad par gyis shig / ci nas khyod lus dang / ngag dang / yid kyi sdug bsngal 'di dag las yongs su grol bar 'gyur bar bla na med pa yang dag par rdzogs pa'i byang chub tu rang sems bskyed cig /	93.19897078138047
mAraH pApImAn Aha	bdud sdig can @422a *// gyis smras pa /	84.11730875724402
utsahAmi aham aparAnta kowyaH saMKyeyAH atas pApizwatarANi kAya vAc manaH duHKAni na tu eva aham anuttarAyAm samyaksaMboDO cittam utpAd	bdag ni / phyi ma'i mtha'i mu grangs med par 'di bas kyang ches sdig pa'i lus dang / ngag dang / yid kyi sdug bsngal rnams la spro'i / bla na med pa yang dag par rdzogs pa'i byang chub tu ni /	88.13303512226193
mahAsannipAtAt mahAyAna sUtrAt ratna ketu parivartAt eka daSamaH sat Darma netrI ArakzaNa parivartaH samAptAH kurumiya  xii	sems mi bskyed do // 'dus pa chen po rin po che tog gi gzungs las / dam pa'i chos kyi tshul srung ba'i le'u ste bcu gcig pa'o ////	81.74887997852551
aTa awavakaH mahA yakza senApatiH BIzaNa ka yakza rUpeNa saMjQikaH mRga rUpeNa jQAna ulkaH markawa rUpeNa	de nas yang gnod sbyin gyi sde dpon chen po 'brog gnas ni / gnod sbyin 'jigs 'jigs lta bu'i gzugs su / yang dag shes ni / ri dvags kyi gzugs su / shes pa'i sgron ma ni / spre'u'i gzugs su / sred spong ni / ra'i gzugs su / rgyun bcad pa ni / glang po che'i gzugs su /	75.91244176950158
tRzNA jahaH Cagala rUpeNa cCinna srotaH hasti rUpeNa ete paMca mahAsattvAH SAkya muneH taTAgatasya na ati dUre kONxinyA arcizaH taTAgatasya puratas punar nizaNNAH aBUvan sarva kAyAt ca ezAm viSudDA sOganDikA praBA niScacAra	sems can chen po lnga po de dag de bzhin gshegs pa sh'akya thub pa'i drung nas ha cang yang mi ring ba zhig na de bzhin gshegs pa koondi n+ya 'od 'phro ba'i spyan sngar 'khod nas de dag gi lus thams cad las rnam par dag cing dri zhim pa'i 'od phyung ngo //	72.21004536523645
aTa te paMca mahAsattvAH uBAByAm pANiByAm jyotizpraBam nAma mahA maNi ratnam BagavataH pUjA karmAya daDrire	de nas sems can chen po lnga po de dag gis bcom ldan 'das la mchod pa bya ba'i phyir nor bu rin po che chen po me'i 'od ces bya ba lag pa gnyis na thogs so //	88.38863708452975
aTa kOtUhalikaH boDisattvaH mahAsattvaH yoniSas tezAm ASaya viSudDim avekzya boDisattvAH hi ete mahAsattvAH iti tam Awavakam mahAyakAmaMtryA uvAca	de nas byang chub sems dpa' sems dpa' chen po ltad mo can gyis de dag gi bsam pa tshul bzhin rnam par dag pa la bltas te 'di dag ni / @422b byang chub sems dpa' sems dpa' chen po'i snyam nas gnod sbyin gyi sde dpon chen po 'brog gnas de la bos te 'di skad ces smras ni / so //	88.34408248362158
kim Bo sat puruzAH arTa vaSam saMpaSyamAnAH yUyam evaMrUpEH IryA paTEH budDAnAm BagavatAm pUjA karma aya udyuktAH	kye skyes bu dam pa / don gyi dbang gang mthong na; khyed 'di lta bu'i spyod lam gyis sangs rgyas bcom ldan 'das rnams la mchod par bya ba'i phyir brtson par byed /	85.24031851653137
AwavakaH Aha	'brog gnas kyis smras pa /	69.63150552602914
BUta pUrvam kula putra atIte Dvani ekanavatime kalpe yat iha budDa kzetre vipaSyiH nAma taTAgataH rham samyaksaMbudDaH BUt tena Kalu punar samayena vayam paMca BrAtaraH sahodarAH aBUvan	rigs kyi bu / sngon byung ba 'das pa'i dus bskal pa dgu bcu rtsa gcig na sangs rgyas kyi zhing 'dir de bzhin gshegs pa dgra bcom pa yang dag par rdzogs pa'i sangs rgyas rnam par gzigs zhes bya ba byung ngo // de'i tshe bdag cag lnga spun drung du gyur te /	86.81116786650492
taTA asmABiH anuttarAyAm samyaksaMboDO cittam utpAdya sattva paripAkAya udyogaH kRtaH	de na bdag cag gis bla na med pa yang dag par rdzogs pa'i byang chub tu sems bskyed nas sems can yongs su smin par bya ba'i phyir nan tan byas so //	91.19613126049829
tatas eNa SiKinaH taTAgatasya evam viSva BuvaH yAvat eva saha pravizwe Badrake mahAkalpe kakutsundaH taTAgataH loke udapAdi kurum iya tatra vayam taTA eva pUrva praNiDAnena sahodarAH eva BrAtaraH BUt	de'i 'og tu de bzhin gshegs pa gtsug tor can dang / thams cad skyob dang / bskal pa chen po bzang po 'di byung ma thag tu de bzhin gshegs pa 'khor ba 'jig 'jig rten du byung gi bar du de na'ang de bzhin du bdag cag sngon gyi smon lam gyis spun drung du gyur te /	78.12967472785795
tasya ca asmABiH taTAgatasya bahuviDam pUjA upasTAnam kRtam aBUt	de bzhin gshegs pa de la bdag cag gis mchod pa dang / bsnyen bkur rnam pa mang po byas so //	93.75098737792909
aTa tatra saMjQikaH mahAsattvaH upAsakaH DyAna aBirataH tatra idam evaMrUpam mahA praNiDAnam cakAra	de nas yang der sems can chen po dge bsnyen yang dag shes bsam gtan la mngon par dga' bas der 'di 'dra ba'i smon lam btab @423a *//	85.51281429527901
aham iha nityam Badrake mahAkalpe mahA yakza senApatiH Baveyam	ste; bdag bskal pa chen po bzang po 'di la gnod sbyin gyi sde dpon chen por gyur la / de na 'brog dgon pa na gnas pa / ma rungs pa / sems can rnams la snying rje dang; snying brtse ba med par zhugs pa /	77.07022937212848
ye tatra Awavi kAntAra nivAsinaH duzwAH akRpAH adaya ApannAH sattvezu nAnA vikRta rUpAH yakzAH yAvat kawa pUtanAH teByaH ham tAdRSIm Darma deSa yat prasAda pratilabDAF kRtvA SikzA grahaNe niveSya Sive mArge pratizWApayeyam yAvat tatra tiryagyoni gateByaH pi mRga hariNa sUkara AdiByaH Darmam deSayeyam yAvat gaMgA nadI valukA samAn	byad gzugs tha dad pa'i gnod sbyin dag nas lus srul po'i bar du de dag la bdag gis 'di 'dra ba'i chos bshad par bgyi ste; 'di ltar dad pa thob par byas nas bslab pa 'dzin du btsud la zhi ba'i lam la bkod pa nas de na dud 'gro'i skye gnas su song ba'i ri dvags dang / spyang ki dang / rgo ba dang / phag la sogs pa la'ang chos bshad pa nas gnod sbyin ma rungs pa gangg'a'i klung gi bye ma snyed kyi bar dang /	67.89923935720881
duzwa yakzAn yAvat tiryagyoni gatAn api anavaropita kuSala mUlAn Darma deSanayA paripAcya	dud 'gro'i skye gnas su song ba dge ba'i rtsa ba ma bskyed pa'i bar la chos bshad pas yongs su smin par byas nas theg pa gsum po dag la so sor bkod de /	87.09381730426176
trizu yAnezu pratizWApayeyam tatas paScAt aham vyAkaraNam anuttarAyAm samyaksaMboDO pratilaBeya	de nas gdod bdag bla na med pa yang dag par rdzogs pa'i byang chub tu lung bstan pa thob par shog cig / ces byas so //	85.65313071324223
evam jQAna ulkaH yakzaH markawa rUpeNa markawa paripAkAya praNiDAnam cakAra	de bzhin du gnod sbyin shes pa'i sgron mas spre'u'i gzugs kyis yongs su smin par bya ba'i phyir smon lam btab bo //	83.21667941201287
tRzNA jahaH Cagala rUpeNa akzaNa saMkawa prAptAnAm sattvAnAm paripAkAya praNiDAnam cakAra	sred spong ra'i gzugs kyis mi khom pas nyam nga bar gyur pa'i sems can rnams yongs su smin par bya ba'i phyir smon lam btab lam btab bo // bo //	88.65094971787103
Cinna SrotaH gaja rUpeNa gaja paripAkAya praNiDAnam cakAra	rgyun bcad glang po che'i gzugs kyis glang @423b po che yongs su smin par bya ba'i phyir smon lam btab ste /	83.62518886744924
evam dvAdaSaBiH mahardDika yakza sahasrEH cAturdvIpikA nivAsiBiH sattva paripAkAya nAnAviDAni praNiDAnAni kRtAni aBUvan anuttarAm sparyezamAnEH tasya eva ca aham kakutsundasya taTAgatasya kurum iya puratas nuttarAm samyaksaMboDim paryezamANaH duzwa yakza paripAkAya praNiDAnam kRtavAn iha kRtsne Badrake mahAkalpe	de bzhin du gnod sbyin rdzu 'phrul chen po gling bzhi pa na gnas pa khri nyis stong gis bla na med pa yang dag par rdzogs pa'i byang chub tshol zhing sems can yongs su smin par bya ba'i phyir smon lam rnam pa sna tshogs btab par gyur nas bdag gis kyang de bzhin gshegs pa 'khor ba 'jig de'i spyan sngar bla na med pa yang dag par rdzogs pa'i byang chub tshol zhing bskal pa bzang po 'di thams cad du gnod sbyin ma rungs pa yongs su smin par bya ba'i phyir smon lam btab bo // 'di na gnod sbyin ma rungs pa / snying rje med pa / mi gzo ba / yang ba spyod pa / sdig pa 'dod pa /	81.60714571414395
haMta duzwa yakzAn akRpAn akRtajQAn vizama cArAm pApa icCAn adayA ApannAn yAvat kawa pUtanAn	snying rje dang mi ldan pa nas lus srul po sems can la 'tshe ba /	69.08859373895926
sattva viheWakAn ojaH harAm citta vikzoBakAn akuSala citta kArakAm prANa atipAtikAn yAvat	mdangs 'phrog pa / sems 'khrug par byed pa / mi dge ba'i sems su byed pa /	75.84164077411502
miTyAdRzwikAm kzatriya brAhmaNa viS SUdra citta saMkzoBakAn rAzwra grAma nagara nigama janapada saMkzoBa kAF	srog gcod pa nas log par lta ba'i bar dang ldan pa / rgyal rigs dang / bram ze'i rigs dang / rje'u rigs dang / dmangs rigs kyi sems 'khrug par byed pa / yul 'khor dang / grong dang / grong khyer dang / grong rdal dang / ljongs 'khrug par byed pa /	81.71621180141817
graha nakzatra candra sUrya rAtri diva sa mAsa arDa mAsaRtu saMvatsara saMkzoBa kAF kali kalaha durBikza roga para cakrA kAla vAta vRzwi atiSIta uzNani	gza' dang / rgyu skar dang / nyi ma dang / zla ba dang / nyin par dang / mtshan mo dang / zla ba dang / zla ba phyed pa dang / dus dang / lo 'khrug par byed pa / 'thab pa dang / rtsod pa dang / mu ge dang / nad dang / pha rol gyi dmag tshogs dang / @424a *// dus ma yin pa'i rlung dang / char dang / rab tu grang ba dang / tsha bar byed pa /	75.59781998333729
bIja ozaDi patra puzpa Pala rasa vinASakAn sattva suKa sOmanasya Arogya sAmagrI kuSala Darma= Canda pRTivI rasa oja arTa Darma rasa vimukti rasAn	sa bon dang / sman dang / lo ma dang / me tog dang / 'bras bu dang / ro ma rung par byed pa; sems can gyi bde ba dang / yid bde ba dang / nad med pa dang / 'dum pa dang / dge ba'i chos la mos pa dang / sa'i bcud dang / mdangs dang / don dang / chos kyi ro dang / rnam par grol ba'i ro nub par byed pa rnams bslab pa 'dzin du btsud de /	78.04981995418258
antarDApakAm SikzA grahaNe niyojya avEvartika tve sTApayeyam tatas paScAt aham anuttarAyAm samyaksaMboDO vyAkaraNam pratilaBeyam	phyir mi ldog pa la bkod nas gang tshun chad bdag bla na med pa yang dag par rdzogs pa'i byang chub tu lung bstan pa thob pa de tshun chad bdag rtag tu gnod sbyin gyi sde dpon gyi nang du skyes te /	88.5496487618795
tatas ca aham praBRti nityam yakza senApatizu upapadya pApa yakzAn yAvat pApa kawa pUtanAn trizu yAnezu paripAcya avEvartika tve pratizWA ap	gnod sbyin sdig can nas lus srul po'i bar dag theg pa gsum po dag la yongs su smin par byas nas phyir mi ldog pa la bkod cing /	75.60827588365393
tatas praBRti hIna maDya utkRzwa BUtAm dRzwvA na aBijAnAmi pariBavitum	de tshun chad sems can rab dang / 'bring dang / tha ma mthong yang brnyas par mi dran gyi /	75.37448275648072
